Comments,Ratings
"I paid $550 for a room that is on level 3 with no view at all.  The check in is like an airport, saw multiple people walk off unhappy with the service.  Air conditioning in room doesn't work, have it set on 18 but the temp doesn't go below 24.5.  Food and drinks are outrageously expensive.  Lifts don't work half the time and start going up but then change their minds. You have to catch 2 lifts to the pool of you on level 33 and below. Takes a good 5-10 minutes to get up there with all the stops. People reserve all the good chairs at the pool and don't use them.  Pool is good but I wouldn't pay again to stay here.",1
"We stayed for two nights travelling back to the UK from Australia. We had previously stayed elsewhere in Singapore but were determined to try this one out, and we were not disappointed. Once you come to terms with the awesome size of the complex, it is a fantastic place. The hotel rooms are huge with everything you want and the most amazing city and marina views. The highlight however, is the rooftop infinity pool which was far bigger than I imagined so did not get crowded. The views at night are spectacular with day views almost as good. The attentive staff at the pool were brilliant providing towels and drinks at the blink of an eye. Everyone seemed to use the robes in the bedrooms to travel up to the 57th floor pool so changing was not necessary. The food in the rooftop…",5
"I got a wonderful room facing the sky gardens to myself and my friends got a room on a really high floor overlooking the bay. I mean really there is nothing that I can complain about in this hotel. It is divine. The rooms are fantastic. It is also really really huge so might find yourself walking quite a bit since it also has its own amazing shopping complex. It was good except for the price tag. I mean it is really really expensive. The infinity pool ofcourse goes without saying was amazing itself. Would i recommend it yes, but only for a short stay or longer stays if you have deep pockets. There are amazing hotels by clark quay that are much cheaper and equally amazing.",4
Fantastic weekend spent with the family. Kids had a great time. Lovely pool area. Wide variety of restaurants. The view from the room was breath-taking. Service was prompt and attentive. Staff was courteous.,5
"If you will stay here, you won't care too much about the cost. You will have an amazing view from the top, but for this kind of hotel was very dissapointing that the infinity pool was cold without warming machine. On the top there are a nice bar to visit by night, under the hotel you will have the most fancy shops to make your shopping. And of course, outside you can see from the room the Gardens(January 2014)",4
"The hotel is great at almost every level - the rooms, the view, the pool, employees. And we got a room upgrade that even improved all that! The only thing that could be changed is that early check in is allowed if there are available rooms. This time they didn't even checked.",5
"A huge hotel industry running so smoothly at the best area of Singapore . It has a amazing structure , no exaggeration  in saying that it is a symbol of Singapore . The entire area is worth experience ...casino,  mall inside , food joints inside and near art museum .all well connected . 56th and 57th floor (infinity pool) are real relaxing and happening area . Gym is also very good . Nice restaurants  inside .  But as a traveller I can say it is very expensive place for entire stay of 5 or 6 days in Singapore . Two big problems...big lines for check in and clear your bills while checking out and not enough number of family rooms at proper rate . So when you are with kids you have to take 2 rooms ...and so pay double with staying separate ",4
"One of the main highlights of this hotes is the infinity pool located on the uppermost floor. Their infinity pool has a very nice view. The hotel also has a ""laser show"" during the night. The infinity pool is much better during the night since the building are all lit up. ",5
"We absolutely loved this place. Wow the views blew us away. It is a must see attraction while in Singapore. We took the Hop on Hop off bus and it stopped straight out the front. You can buy the ticket there it from your hotel(which we did) you go up to the 56th floor and the views are magnificent. Just a tip though,if you want to have a drink or something to eat you have to go back out to lift and then go up to ghe 57th floor seemed a bit weird to us.",5
"The only reason not to rate this excellent is that checking in can be complicated because your room can be in any of the three towers and you don't know that until you check in. Otherwise the room was superb, the staff really went the extra mile to make us feel welcome and valued guests, and the whole experience was fabulous. The views from the pool are outstanding - swimming on the 57th floor is an unbelievable experience.",4
"My second time in this hotel and I must say that second time was as good as first. Usually you get used to things but this hotel is superb. Rooms are extremely clean and well maintained. Pool on the roof is something, you just want to stay there. As the only minus I can mention long line at the breakfast and too many non hotel guest in the lobby.",4
"It has a stunning view over the rooftop swimming pool where we can see Singapore. I feel either in the night or day the panorama are stunning. I would suggest booking rooms on high floors as the outside view from the window could give a beautiful impression of staying in Singapore. There are two options either garden view or city view. Both are good depending on what sort of looks you like to see.  City view will make you see high rise buildings in Marina area while garden view will show you garden by the bay.  The room is nice. The amenities are excellent as well. The hotel staffs are also friendly. When we need something, we can just easily ring the telephone and they mostly respond it quickly. I tried the room service and found the food were tasty and the price were…",5
"Once I have left Marina Bay Sands I doubt I will remember a single detail about it.  Furniture is modern and uninteresting; decoration is minimal and uninspired, and does not at all reflect the colorful city of Singapore.  $600 gets a dull 13th floor view of the ship channel.  While the Marina Bay area is entertaining to look at for a couple hours, the hotel is well away from the more interesting traditional areas of the city.  Apart from the view from the unique roof, the Marina Bay Sands might as well be a Marriott in Dallas.  The two stars in this review is heavily weighted by value for money.  It is obviously not a two star property in terms of amenities, or cleanliness, which is impeccable.  Basically, if you are spending this kind of money in Singapore you can do vastly…",2
A wonderful hotel Very special hotel has a site that does not like him and has a swimming pool distinctive world And views of the garden also featured And proximity to the cruise And all the distinctive restaurants,5
nice place nice hotel nice view nice people nice service nice moment nice pool  the best spot at singapore the best moment with family  must visit this hotel and place..... expensive with expensive view with family  tempat paling pas untuk merayakan pergantian tahun baru  ,5
"The check in is more like an airport check in rather than a hotel, it was quite impersonal. We ended up getting put on a low floor so decided to pay to upgrade although they could still not confirm if we would get the view we paid for! The rooms are quite average considering our bill came to $800 for one night.   All that aside the pool is truly as amazing as it looks, we were lucky as it was a Monday and not as busy so we pretty much had the pool to ourselves. If you book on booking.com check the night before as you might be able to get an upgrade. Don't attempt the mini bar unless you want to pay through the nose and I would also recommend eating outside of the hotel as our one sandwich with crisps cost over $20.   I would go again just for the pool though!!",4
"Fantastic hotel, main attraction is infinity pool on top floor with views into Singapore. From one side of the building can see floating pavilions, esplanade, Merlin and ArtScience Museum in shape of lotus. On that side can view laser, light and water show at night.  On the other side view onto Sky Park and Singapore Flyer.  Whole complex is huge with casino, enormous shopping mall, multiple restaurants, cinemas, theaters and skating arena. Restaurant next to infinity pool is very expensive. Metro station is 4 min walk from the hotel. Sky Park is short walk from the hotels across the bridge. Sky Park looks better from far away then from the near. Worthwhile to go up to the bar on the top of one of the constructions in the middle of the park (there is entry fee) because of the…",5
"I really only wanted to visit the Marina Bay Sands to swim in AMAZING pool but you have to be a hotel guest to get that privilege... and with rooms being in the very, very expensive, it wasn't an option for me.   I did shell out the $20 to go up to the top on the Observation deck just to the left of the pool to see amazing views of the city and Singapore Harbor. I think it was worth $20 for the views and you can hang out as long as you like. Maybe not worth it if on a budget.  Other than that, the hotel itself from walking through it was very chic and glamorous looking. Very, very vast and Las Vegas like with a built in gondola river or something that you can take boat rides through the hotel I suppose. Other than that, it's a lot of over priced, designer shopping.   I went to…",4
"We booked the Club Room and we got a fantastic view from our room at Tower 3 on 46th floor. we were requesting baby crib for our 1 y/o son, amazingly it came at the same time as our luggage. Staff are very friendly and helpful. The infinity pool is amazing. Breakfast at 55th floor also very good, our kids love our stay at the hotel. Express checkout also very useful.",5
"Stayed the night as a couple. Rooms are as usual all well maintained and very clean, sheets beds all up to top standard you would expect. Rooms are spacious and good, not cheap thou. Infinity pool is really amazing. No matter how many times u could always swim and be amazed. Vegetarian food in breakfast buffet is good with abit more variety than most other hotels. Would recommend for holiday or staycation. The view from the room is just beautiful ",5
"My wife and I stayed here for nights in a room on the 43rd floor, the room was a good size with a separate lounge area and a terrific view. This is a bustling hotel with many rooms spread within the 3 towers, there is always people checking in and out any time of the day or night. The pool on the 57th floor is truly amazing, with a unique vibe and amazing view, this is not to be missed. You get free access with your room key and it is always busy, we decided to go up there at 8am one morning for a couple of hours before heading out to explore Singapore and expected it to be empty however to our amazement it was already three quarters full. That goes for the whole hotel, people everywhere. There are many dining options within the hotel, we had cocktails at Adrift lounge one night…",4
"This is the four times i visit MBS hotel,, first visit stay for 2days, second for oneday, third for three days , and the four times stay for oneday... I'm always choose MBS when i visit Singapore,, How many times my colleague said there are no worth it stay there ,, i don't care,, i'm still choose Marina Bay Sands,,, because MBS always makes me feeling Prestige, Premier, Success while i'm enter the lobby hotel,, I love that feeling,, I love watching people around there,, All are in confidence , busy, and love the staff with a style,, and don't wait too long while checkin ,, The staff is really polite ,skillfull and friendly,, Last visit,, they upgrade me to a more large room with a very beautiful view in the morning,, really amazing,, I'm always choose premier room,, cause…",5
"We spent two amazing nights at Marina Bay Sands and loved it.  We opted for a Club room, so check-in was a breeze as we by-passed the other long queue.  From there it was a quick (well almost quick - I chose the wrong elevator the first time and only got to floor 20 - but after that it was quick) zoom up to our room.  Awesome views awaited and we were suitably wowed.  Then we went up to the Club room for drinks and canapés and even more fantastic views. The service we experienced from check-in to check-out was exceptional.  The room price was high, I thought, but for two nights we believe it was worth it to be able to say - Yeah, been there, done that :)  And we are glad we did.",5
"One of the best hotel in the world, the staff make you feel like a King... Really.. Very comfortable rooms, clean ...Fantastic!! The arch. Of this building is amazing. Gardens by the Bay... You must go.. Very modern and nice city.. You can walk with no fear at all... Clean. Simply the Best!",5
A truly TOP class hotel however somehow the 5 star exclusivity and privacy is sadly missing.  Highlight must be the roof poolside. With awesome city view.  Restaurants were tough to book. Due to their brisk business.  Overall I wud say a good experience for sure,3
The lobby is crowded with people during check in/ check out period. We never expect the room is so big (because most newly build hotel is small) and it's also comes with a bath tub. Nice room over see Garden by the Bay. The hotel also provide free WIFI. My little girl loves the swimming.,4
amazing hotel good site staff are excellent they upgrades my room because this was my honneymoon near markets .different ways of transport the room with nice view amazing pool every thing was excellent except restaurants were expensive to me,5
"Club Room in 40th floor with fantastic city view. Amazing Infinity pool in 57th floor. Great service and very friendly staff. Very expensive place to shop. Decent size food court, different food options to choose.",5
"My friend's grandparent's friends had a free hotel stay and decided to let me and my friend have it! It was for Marina Bay Sand's Premier Room. The room was really lovely! My favourite part of the room, besides the view, is the HUGE bathtub! I don't have a tub at home, so it was nice to relax in the bath on the first night.  The only problem I have with the room, is that the shower knob was hard to turn when I was showering. (Hands were wet, no friction)  check out my facebook page and blog for more photos and a room tour. (link in my profile)",4
"The focus of this hotel is definitely the views - whether it be from the room or from the infinity pool at the top of the towers! The room itself was lovely, clean, on the 37th floor and with views out over Gardens by the Bay which were stunning late at night or during the day. My partner and I were able to book dinner at CÉ LA VI, which has an incredible menu coupled with incredible views. We followed this delicious dinner with a late-night trip to the infinity pool. I was worried we weren't going to be able to get beds but there were beds, as long as you went looking for them. The pool service was lovely and we enjoyed a Singapore Sling while overlooking the city lights. The only thing we thought was a shame was that the pool definitely wasn't clean. Express check-out was…",4
I stayed at MBS in March 2016 for a conference. Both the hotel and conference facilities were great. Very friendly staff in all the facilities within the hotel and conference complex. Rooms are modern and very clean. Views are stunning both day and night and there is plenty to see and do in the area surrounding the hotel itself. Pool and sky deck were amazing. Will definitely be back for a longer stay.,5
Amazing hotel spread between Gardens by bay n shopees. Booking is tough. Went there during September  F1 night race.  The view from the top floor rooms is amazing. Avoid September October period as it russhy russhy due to F1 guest and celebrities.,5
"Beautiful hotel and amazing views!  We live in Singapore and treated ourselves to one night at MBS.  The pool was very pretty, though it can be crowded with picture takes at high points during the day.  Great pool side food! Some of the best that we have had.  The rooms were exceptional and perfectly clean with very comfy beds.  Room service food was mediocre, so I would recommend eating at the poolside or one of the many restaurants in hotel. The staff were all amazing and very helpful.  You do have to carry your room key around with you and to get to the pool, but seeing as how the general public can access the top, it makes sense that they do this since you are paying for the pool more or less.  Wonderful stay!!",5
"Worst customer service for a hotel with more than 2 stars. Actually I've stayed in complete dumps where at least the staff can be polite and friendly.  I was travelling with three others including a two year old. It was difficult to get connecting rooms. We spent ages trying to get them to confirm we'd even be in the same tower, but they were very clear they won't confirm we have connecting rooms, I don't think they would even confirm being on the same floor. It's always nice to know that your stay in a hotel the next day might significantly separate your family.  Before checking in I went to sign up to be a member. The one counter was closed with a guy standing right there. The best he would tell me is he'll open ""in a while"". He didn't look at me when he did finally open. Not…",1
"Overall i love my stay here. Great room, staff, swimming pool and shopping mall  But what amazed me here is the hotel security team  Due to my negligence i felt to leave my mobile phone in my room floor. I just realised that i left the phone on my room when i make a trip to mbs art n science museum. Then i checked the phone on the room to found it somehow not there. I simply contact the hotel room service regarding my situation and told me to update if they found and news regarding my phone. I scared its thrown away with dirty towel by cleaning service.   To be honest i never put to much hope that the hotel security will find my phone again. Amazingly they manage to call back after 2 hours and said that they found my phone around art and science facility.   Once again thanks to…",5
"Marina Bay is what you call 'class all the way' Its the place to go if you want to feel flash and expensive... all the way to going to the 'skypark' in your complimentary dressing gown :-)  There is a 5 star shopping centre attached to the hotel, complete with Casino and train station, and the botanical Gardens across the other side.  Warning about the shopping centre, you WILL NOT find any Bargain shopping it is Chanel, Louis Vuitton, Rolex, Gvenchy, Bvulgari alllll the way  Event eh food is expensive 5-star stuff.... sheaper shopping can be found at Harbour side (towards Sentosa Island)  Whilst generally the service was very good... front desk service was annoying including the fact we had to keep getting the cards re-programmed and you can't go anywhere without them.  Sleep…",4
"I have stayed at Marina Bay Sands for 3 nights and all I can say is wow! I contemplated booking this hotel as I saw a lot of positive and negative comments on here, however in saying that I am glad I booked this hotel. The check in service is quick, I was given a free room upgrade to the 42nd floor with a city view which was amazing! The pool itself is what brings everyone to this hotel, it is always busy with people taking photos so don't expect to 'swim'. There are also plenty of chairs and the view is spectacular!  THE POOL CAN INKY BE USED BY GUESTS STAYING AT THE HOTEL. The fitness centre is great & by staying at this hotel you are also able to get a discount at the celebrity chef restaurants.  I will be staying here again if I return to Singapore. ",5
"From the curtains that open automatically when you enter the room to the large marble bathroom to the view from the balcony and the sheer size of the room compared to the Singapore average, this hotel stakes it's claim as a cut above the norm..... but then so is the price!    Needless to say the bed is very comfortable and all the facilities and amenities are high spec. However, due to the sheer size of the place, the service is polite and pleasant but impersonal. It is worth joining their free loyalty program just to get free upgraded wifi and there are other benefits as well. Also worth requesting a high floor.  The much vaunted roof top infinity pool is huge and the views are spectacular. It also has a child free section which is a great idea. That said, it is more of a…",4
"We wanted to spend a night in this hotel as a treat as we live locally and have always fancied a visit. We booked two rooms so my father in law could come with us to act as babysitter and as an extra treat we booked a very expensive spa treatment. The spa in the hotel is lovely, the service is great, the treatments are great and I really couldn't fault it. Unfortunately the rest of the hotel is a massive let down. The lifts are vastly inadequate for a hire of this size. Every time I wanted to go up or downstairs it took around 5 minutes to even get a lift which was always very full and sometimes too full to use. They have a ridiculous and under informed policy at the pool whereby every guest, including small children must carry a room key to access the pool. As a family we…",1
"By far, this has to be the most panaromic view of the city at night from the top most floor ofthe hotel where it boasts the world's first infinity pool, roof top bars and fine dining restaurants.   Not staying at this hotel when you visit Singapore would be your greatest regret.",5
"Re-visited this hotel, hotel service as never change, rooms are good and clean, but they're food at the Rise restaurant, standard as drop (e.g. not much of a choice to choose from in the lunch time), the food court in the area is more like introduction to local food at a high price (so foreigner please be awere of it). For shopping there is like if you have a lot of cash to throw, so buy your thing else were, unless you cannot find the item you want in Singapore, good luck on that.",5
"The hotel pool and views from the room (city view) are breathtaking. The basic deluxe room is massive by Singapore standards and looks ""fresh"" rather than most dated ones in other Singapore properties.  For a hotel with 2,500 rooms it is remarkable how quick in room dining, concierge etc respond to room requests.  However in my view this is a one time ""been there done that"" / bucket list tick off type of property. I stayed for 2 days and felt the amount spent was a whopping amount considering as a tourist you spend most of the day outside.  However for Muslim travellers, please note halal eating options around the place are very limited - only Texas Chicken and McDonalds are halal certified and both are based in the cloud forest / super tree grove area and a 15 minute walk in…",4
"Ok, so before I start I have to say one thing: I read a couple of reviews and some people were complaining about all the tourist, everything being crowded and the noise. If you are expecting to have a relaxing vacation at the marina bay sands, then you are just stupid. This hotel is well known all over the world and people are coming from everywhere.  The check in process was great. The lady at the counter couldn't have been nicer. She also gave us an upgrade. We had a wonderful room in the 42n floor facing the city. It was spacious, very clean and had a nice interior design. I really liked the bathroom.  The pool is busy almost at every time during the day. Make sure to go and see the sunset. There are enough chairs so there is room for everyone.  The casino is huge and it's…",5
"I booked this hotel to experience that amazing looking pool.  The view is incredible but you risk being taken out be a selfie stick when you and hundreds of other people all cram in together.  With 2500 rooms (waiting for lifts was tedious) this place is a machine like a finely tuned production line rather than a place with warmth that you want when on holiday.  I came, I saw but I won't be back. ",2
"This was the definition of misleading advertising: the prices shown on booking.com did not include 10% ""service fee"". I don't blame booking.com since it was indeed written in fine-print, but I find awkward that a serious hotel uses such practices.  Internet was average, it disconnects often and customers need to type in the password many times.  We couldn't use the pool in the last day, which was unkind of them. It could have been a inexpensive customer relation boost.   Overall, it was a good-3-star experience in a 5 star hotel.",3
"My family and I stayed here for a few nights for Holiday. As a member of hospitality industry, I have nothing to complain about this hotel. 5 Stars rating but have 7 stars facilities and service. The pool is fabulous! We had amazing morning swim with the sun rise and beautiful view over the whole city. Cocktails and dinner were divine at the roof top restaurant. The staff had everything we needed. two minutes walk to the garden, and all the great shops just underground to make the whole stay enjoyable and convenient. We will definitely come back again!!",5
"The view alone made our stay very memorable.  Accommodations  were very good, the rooms were clean and comfortable.  Having a choice to have breakfast at the roofdeck, the coffee shop at the ground floor or at their big buffet was good at providing options for different types of travelers( especially for us since we were with children). The views from the pool were breathtaking  although the pool itself can get pretty crowded at night. Lots of people taking selfies in and around the pool.",4
"we stayed 2 nights in this hotel, we had a terrible time with the heat in the bedrooms. we were moved twice in the first night at 9pm after travelling 23 hours and again at 5.30am, they just couldn't get the air conditioning in the rooms below 23.5 degrees in the first two rooms, the air con units were obviously undersized for the size of the room. the engineers did everything they could but agreed that it wouldn't perform as it should other than that it is a splendid hotel, great restaurants, great views",3
"Great location and stunning views from the rooms and pool deck.  However.....  As a Sands loyalty member I requested a quiet room on a high floor at book in, emailed before we travelled to re-request and then asked again at check in.  We then found we were assigned a 3rd floor room with views of the motorway and the noise to match.  When I called reception to request a room change I was told it couldn't happen 'same day'.  After speaking to a superior we were eventually assigned a quiet room on a high floor - however this level of incompetence from the check in staff really wasn't expected.  Additionally the mini bar had previous users food left in it (mini bar not cleaned / restocked for 3 days) and the shower mat was filthy dirty and mouldy.  The pool is stunning however sadly…",2
"It's the best hotel I've ever been to. The view is amazing.  The swimming pools had astonishingly cool water in the morning. Sunrise at the top unforgettable, especially with partly solar eclipse.  Rooms very large, bed comfortable, bathroom with large tube and shower. You get a personal key card as a hotel guest and you have to have it nearly everywhere because the top is open for hotel guests only. Some view platforms are opened to non-guests agaist a fee.",5
"Big. Flashy. See-and-be-seen place.  Good for one night.  It seemed like it took forever to walk anywhere just like Vegas.  Casino has non-smoking floor which is nice.  For the rooftop pool, it took us a while to discover there was an adults only section which would have been nice to know.  The staff are really awesome and clearly want you to have a great time which was lovey.",4
"I stay 3 nights at MBS for a conference. It was fantastic. Beautiful and large room. Attentive and efficient service. I had a city view room, the view was ""ouah"".  I recommend if you have a conference at the MBS or somewhere near the CBD. Easy access via the MRT.  The negative points i may mention is the mini bar prohibitif price as well as the room services. For the rest very good standard from check in staff, bell boy etc.",5
Wow some expensive shops top brands enormous prices but great window displays   We visited here on the way to and from the casino. I suppose if we had struck it rich @ the casino we could of safely stepped into some shops. The Ferrari shop was amazing with full size models of their GP cars,4
"The hotel was very big, modern, sophisticated and cool. the infinity pool was amazing, we can see so many view from this hotel: city view, merlion view, garden by the bay view and singapore flyer view. the mall under the hotel was very complete. this is absolutely one of the best hotel for both business and leisure.  unfortunately the bell boy were not really helpful and the receptionist was very busy because of too many visitors. and too bad there was no bath tub in my room (for that price)",5
"The Marina Bay Sands has quickly become an iconic symbol of the Singapore skyline and is apparently the most expensive building ever built. Singapore has hundreds of great hotels, but very few have made as big an impact as this one. It is a big, busy hotel - very organised and business like with all amenities on tap and is perfect for business or pleasure.  The hotel is only a few years old and well-maintained. There are entries at both ends of the complex, with choice based on which tower - of the three - you are staying in (else the walk is longer!).  The No 1 bestest [sic] thing about MBS is the swimming pool on the roof. It is a 150 METRE (500 foot) long infinity pool. A third of the pool is for adults, a third for families and a third for people taking selfies with all…",5
"Had a fantastic 3 night stay here. The pool is amazing, we were lucky it was that packed the times we were there. The view is amazing, the staff are so friendly and helpful. Couldn't have had a more amazing time. Yes the cocktails are pretty expensive, but we knew it was s treat ourselves girls weekend getaway.  Will definitely be back ",5
"We stayed this hotel after Ritz Carton, but it is also nice hotel as well. I felt like I was in Las Vagas, which means that this hotel is such a big hotel and especially the Pool at the top (54th FL.) was just awesome. ",5
"We actually stayed at the Marina Bay Sands twice as part of our honeymoon and on both occasions our stay was absolutely wonderful.  Our first stay was for 2 nights, we had booked an Orchid Suite with access to the club on level 55.  We landed in Singapore at 7.30am on a direct flight from London so had been travelling for an awful long time.  We thought we would head straight to the Marina Bay Sands even though check in was not until 3pm.  We arrived shortly after 8.30am and the hotel could not have been more helpful and accommodating.  We were able to check in right away and were personally taken to our suite on level 24 in tower 3.  We had a city view and it really was wonderful.  The staff could not have been nicer.  The first day, after a few hours sleep we decided to take a…",5
"We stayed  in a Premier city view room for 4 nights and we were not disappointed, we requested a high floor and they accommodated us, with views from the huge window towards the Singapore skyline breathtaking. The room was as you would expect from a 5 star hotel with electronic everything and all the trimmings. The iconic Skypark infinity pool is something else and must be visited by anyone going to Singapore. The service while laying on the lounges by the pool for drinks and food was never to far away. We have been to Singapore twice before and have seen most of the sights so most of the 4 days we spent in around Marina Bay. With all the theaters, shops,  restaurants, Casino (which is also worth a visit), Garden by the Bay and the Singapore Flyer all within walking distance.…",4
"Having not been to Singapore before I decided to treat me and my partner to the iconic Marina Bay Sands hotel and push the boat out and book a suite which was very expensive. When I arrived I was not disappointed by the stunning room - it was gorgeous. I then went up to the roof to use the pool and expected to see something like in the pictures which is a serene calm pool but when the lift opened and walked out was hit by hundreds and hundreds of people and screaming kids. There was no room around the pool. The next morning I went for breakfast and again it was total chaos, it was hectic. After queuing for 5 minutes for an egg I gave up. So the crux of it is this. Stunning room but if you are looking for some peace and quite this is certainly not the place for you. Thinking…",2
"It was a fantastic experience here. From the check in where I was upgraded to the Suite which was surely 1000 sq. ft. apartment if not less. The swimming pool on the top gives you a panoramic view of Singapore. A must to enjoy it at night. Not a casino one so the pool and the room were the place I wished to be.  Got the late check out with no extra cost. Over all, It was a superb one.",5
"I know this is a top hotel, but there were little bits that bugged.   Not being able to use the pool after you checked out, whilst you waited for your flight.  A distinct lack of seating in the foyer area.  Having to re-enter details for the WIFI.  And beer was a bit too pricey.  But the pool is spectactular the restaurant is amazing.    The check in staff, are useless.....  honestly.  Most incompetent people I have ever met.  Room service was average.",4
Well this is one place that you cannot afford to miss. Be it the 56th floor skydeck which also has a restaurant or the 57th floor infinity pool. You get a nice view of gardens by the bay. The 56th floor sits at over 200 mtrs and visitors gets a mesmerising views. better to visit after dark for a formidable views. Also the shopping complex adjoining the hotel has some of the most sought after brands. There is also a light show near the hotel which starts at 0930 pm.,4
"We had a 10 day trip to Singapore and had a special treat for our anniversary with one night at the Marina Bay Sands.  It was great, from the moment we arrived by taxi, someone was there to take our bags, direct us where to check in.  Check in was a breeze, quick and easy.  Everyone was all smiles, and very friendly.  Even though we arrived way before the check in time, our room was already available.  We went straight in.  The concierge was fantastic, brought our bags straight to our room.  Gave us a tour of the room, best place to watch the sun rise and set and how to get to the Gardens By The Bay. Our standard room with garden view was huge compared to others we stayed in. The Infinity Pool was amazing.  All those pictures you see - that's exactly what it looks like.  Way too…",5
"My husband and I stayed here for 2 nights this past January on our honeymoon and it was incredible.  It was a dream hotel stay so we splurged and got a city-facing room on the club level.  We weren't quite sure what that entailed, but found the club lounge and included breakfast to be well worth the extra expense!  You can craft your entire day's meals around the lounge schedule because they provide breakfast, morning snack, afternoon snack, and happy hour - all of which are an open buffet and have plenty of food to fill up on.  Happy hour includes free alcohol as well!  We obviously enjoyed the infinity pool on the roof and took what seemed like endless pictures of the view, but everyone else was doing the same!  We would definitely recommend a couple nights here to anyone…",5
"Not so spectacular. Overall, I think this is still one of the must-see hotels in SG (just the view from the pool alone seems to make it buzz worthy). However, what is special about it is only the pool and the only to access the pool is that you have to be the hotel guest which will cost you a lot/ night. The room for the hotel is REALLY big for SG standards but it doesn't look that fancy for the price you are paying for. As fr-for the location, I will say that if you come to SG for the first time, it's a good location to walk and see the night shows at Marina Bay Sand itself and Garden By The Bay (which is really nice) because they are within the close proximity. However, if you have been to SG several times, you know you can choose your hotel somewhere else.",3
"We only stayed one night at the Marina Bay Sands in order to have access to the infinity pool. I was not disappointed: it's one thing to see it from bar or observation area, but it's something else to swim towards the other skyscrapers feeling you're about to fall over! Do it only once in your lifetime but do it! :-)",4
This will always be my favorite place in Singapore. The views in the rooms are so amazing! I always love falling asleep with the Singapore skyline as the last thing I would see. And their pool at the top deck! It will always be as gorgeous as the first time I saw it. Lovely lovely place!,4
Stayed here for 2 nights in a premier river view room. On arrival we were taken up to level 49 tower 1 top level. The room was absolutely amazing the bathroom well we wont even go there! The view with floor to ceiling windows as we watched 1 night from the light show beautiful. Then the magnificent rooftop infinity pool. We had buffett breakfast downstairs with everything you would expect drinks in the main bar. We enjoyed the wonderful experience of this amazing hotel.,5
