"Amazing design ! I wouldnt recommend to sleep there (I think it's too huge) but it is worse to go up to take a cocktail, have a look over the harbour and admire this amazing pool",4,1/10/2021
"Marina Bay Sands Hotel has become an icon in Singapore with its Skypark and infinity edge swimmingpool at 57th floor.  The room was nice and spacious with a fantastic view over the skyline, but that did not do justice for the price we paid. 600++sgd for a night without breakfast and then you don't even get a turndown for the evening and that is so sad. This is supposed to be a 5 star hotel, but it feels like a 3 star. The check-in is not even in a separate lobby, but in a walkway for everyone who wants to visit with long queues. But if swimming with a crowd of mainland chinese and russians shouting and waving with their selfie tripods in a cold pool full of tissues, chocolatepapers and whatever else is ok for you then go for it. If you want to feel pampered then stay at The…",2,1/11/2021
"Stayed here for four nights with me , my husband and my two teenage kids  , on our arrival the rooms where not ready.we waited  till 4oclock and rooms where still not ready they wanted us to stay on 22nd floor and my kids on 8th which I wasn't happy about at the end they gave us sane floor view and location is nice the view from pool is beautiful but the pool is very cold till 4 pm that wasn't nice overall the hotel is ok been in nice hotels then this won't stay there again will only stay in orchard road",4,1/12/2021
Stayed here for one night and that was enough. The checkin took over an hour due to a stuff up on the hotel end. We had just landed and were tired and boiling hot but they did not offer any refreshments or any upgrade at all. Just a sorry have a nice stay. I felt for the price it would have been much better. I think it's a hotel that people stay in just to have stayed there. The room was very nice but I wouldn't choose to pay the prices they charge again. ,3,1/13/2021
"We visited the area to see the marina bay sands hotel, which you can pay to go up to the observation deck only, not the infinity pool (which is hotel guests only) the hotel itself is very impressive, there's also the casino and loads of shops, cafes and restaurants. The view to the other side of the harbour are great too",4,1/14/2021
"We loved our stay at the Marina Bay Sands. The absolute highlight is of the hotel is obviously the sky deck with its infinity pool, that is absolutely stunning, and two great bars!  The breakfast buffet is very diverse as well and the rooms are what you would expect of a place like this! Checking in and out went quick and the service was good!",5,1/15/2021
"We have just spent 2 nights at Marina Bay Sands hotel, we stayed there purely for the pool and it didn't dissapoint. The hotel is very clean, rooms are very nice, we overlooked the harbour and had a small balcony, which was nice, we overlooked Gardens By The Bay.  The pool was just wonderful, it is one of a kind, it wasn't so busy during the the day, but got a busier at night. The Hotel Restuarants were quite expensive, but that is also for everything else in Singapore. The Shops at the hotel were also expensive, all designer named shops, so didn't do much shopping. Overall this hotel did not dissapoint would defiantly go back, was well worth the Money. Staff efficient and friendly.",5,1/16/2021
"Ok, this hotel is beautiful. From the outside to the lobby, everything is very luxurious and sparkly.  As expected, the check in line was very busy although did notice staff going around asking questions to shorten the time for their check-in. Within a few minutes of waiting in line, somebody asked them to come to the VIP lounge where someone can assist with our check-in. The lounge was very classy and sophisticated, and the girl that assisted us was so lovely and friendly. She even gave us a free upgrade to a Club Suite with city views because it was my birthday this week, and gave us a late check-out which is really nice of her. We then went to our room. Now, the view from the room was jaw-dropping. But the décor of the room itself was just a little too bland for my taste…",4,1/17/2021
"It is one of the best hotels one can stay in Singapore.The architecture there is absolutely amazing and makes you go ""Wow"".The rooms are really exclusive and comfortable but little on the higher side.The connectivity to the Casino,Shopping mall and the stunning Garden by the bay makes it even more interesting.The view from the room is so nice that staying inside the room itself gets you connected to the city around.Overall it's an amazing place to stay with family and friends.",5,1/18/2021
"The hotel is really great: nice design, very innovative, impressive views, very comfortable rooms, very polite and helpful staff. But it is not organised in proper way: all the time queue for check in/check out, huge queue for breakfast which itself is very average and even poor. I understand that hotel is very big and it is difficult to manage but they have employ the best managers then. Atmosphere in a hotel is like at train station always crowdy and noisy so it is very uncomfortable for having the rest. Swimming pool is beautiful area but dirty: You can find a lot of rubbish inside like: plastic cups, strows, etc. Generally definitely worth to visit despite the fact that all bad opinions are fully deserved.",3,1/19/2021
"This building never ceases to amaze me, not only is it a work of art, in the oddest way possible due to the size of the thing but it is monumental for the Singapore skyline. The infinity pool and the skybar is worth checking out. The rooms are ok, not spectacular but just ok. I'd highly recommend the spa, when your done with your treatment, you lounge on the observation deck drinking tea and eating fresh fruit they bring to you.  ",4,1/20/2021
"The Premium Sevice team led by Jasmine were incredible - birthday cake upon arrival , pick up at the airport, incredible room,  reservations to the top restuarants and an ability to move quickly with a change in plans - as good as good can get and bettter than I have experienced around the world",5,1/21/2021
"The view on Singapore's Skyline is amazing. I would certainly recommend to book a room with city view!  The pool itself is smaller than expected. However, during our stay, we never had the feeling that the infinity pool was too crowded. The water temperature is quite low which, however, was no issue for us.  The Hotel Lobby is not very welcoming. There are many tourists Walking through the facilities and there is a rather cold atmosphere.  Nevertheless, all in all I would recommend everybody who comes to Singapore to stay in this nice Hotel.",5,1/22/2021
"Nice place in front of the water. Everything was connected to the hotel - shopping mall, casino, theatre, Gardens by the Bay etc. - so you literally didn't have to go far. The room was nice and big, and we got a nice view. Room service was pleasant. Most of the staff were nice. The Infinity Pool was always busy and everyone was taking too many photos, but the view was awesome.  A real big turn-off was the toilet that overflowed..... It reached the carpet in our room. Called the staff to come for help, but I had to call them another time and still wait another 10 minutes (a very long time, especially if the toilet is overflowing constantly) for a serviceman to come and fix it. He was a bit rude - had an attitude that seemed like 'suck it up, you ain't getting a new room'. We were…",3,1/23/2021
"Had a staycation here few months back as a hotelier myself, I must say that I was impressed with their level of service and the quality of their facilities. Their infinity pool is a must go! View is superb.",5,1/24/2021
"Spent a weekend here with 2 other friends, it's soo convenient because all the great shops are just in the same area. If you are craving for a good food, you can visit Din Tai Fung's and a lot more... Make up lovers, bag lovers and shoe lovers, this is the place to be! and at night, you can chillout at Ku De Ta! Fun! Fun! ",4,1/25/2021
"This hotel is really amazing! Everywhere you look is a trick piece of great arquitecture. Outside you see like a huge boat raised by three skyscrapers, inside you have the shape like pyramid or something like it and at the top you have the coolest pool that i've ever seen with great view of the city. My home now looks ugly and pointless kkkk. Worth every penny!",5,1/26/2021
"The infinity pool on the top floor was busy everyday and most people had their selfie sticks to hand to capture the downtown skyline of bustling Singapire city.  There were always plenty of available sun beds on which to people watch. I would also highly recommend the Japanese restaurant for dinner, if you have a city view table you can easily watch the nightly laser shows ",5,1/27/2021
"We stayed here for a night with my family as we had our short trip in Singapore because we want to experience this iconic building and as expected from reviews, experience was great! Service and facilities were excellent, room was large enough for the 4 of us. The pool was just breathtaking. And everything else was perfect. This is definitely worth the price we paid for. ",5,1/28/2021
"I decided to splurge a little and get an orchid suite. I wanted a guaranteed high floor with a city view. The room was very large, I did only get the 20th floor, would have liked a little higher, but they did give me a complimentary early check in (10AM) which I was very grateful for, so I probably got the 20th floor cause the others were full. The best part of this hotel is the infinity pool and the skypark. I did really enjoy using The Club, which was a perk of having booked a suite. The breakfast was very nice, lots of choices. The only negative I had was the pool area was very slippery. I did actually fall down and hurt my back. There was signage but not big enough. This should be improved upon, bigger signage of slippery floors.",5,1/29/2021
After having been in Ho Chi Minh City for a week of work I decided to take a quick weekend get away to Singapore for some fun in the sun.  Although there are cheaper luxury hotels to stay at in Singapore I wanted to enjoy some sun and the pool at the Marina Bay Sands.  The pool was amazing and exceed my already high expectations.  I was a bit concerned as I was staying over a weekend and thought it might be a challenge to get a sun lounger on the pool deck however never ever had a problem finding a seat. I've been fortunate to stay at many luxury hotels and this by far has the best pool I've ever been too.  My room which had the ocean view was great and felt like a luxury 5 star hotel room.  My only small disappointment was long lines as check in however there was a staff member…,5,1/30/2021
"There is no doubt this hotel has the wow factor, the views alone make it stand out and the large bedroom windows make the most of the views. Go for a high floor to make the most of them. I used the fitness suite several times and the view from the trend mill takes your mind of the pain.,it is a well equipped gym and the staff are always on hand to clean the machines or offer advice. The rooms are sizeable enough, clean with nice touches like the curtains and blinds open automatically when you put your key card in, the bathroom had a good sized powerfull shower. The hotel is close to Gardens on the Bay which include 2 sub tropical dome full of flowers and waterfalls - well worth a visit and keep your airline ticket as you get discount from most airlines to enter. The view from…",4,1/31/2021
"Pros: - The famous infinity pool. - The gym which is right below the pool with great views. - Rooms are clean.  Cons: - We were very un-impressed by the room. Given the price we expected more. Very basic room with boring furniture had an airport hotel feel. - Staff were very uptight. We felt this especially flying in from Bali where we were pampered and greeted with smiles everywhere we went. The hotel is huge with a lot of traffic whether it's from hotel guests or tourists who want to check out the famous pool. The pool is strictly for the use of hotel guests. Visitors may only visit Ku De Ta (a lounge/bar next to the pool). In order to control this each guest must carry a room card key to access pool or gym. Me and my husband can't go in with one key, which is fine but wasn't…",4,2/1/2021
"I have stayed in mbs for 2 times. Their enviroment are great and rooms are clearly and nicely done up. They serve great buffet dinner and have many different restaurants at their location. Tourists whom love shopping and taking photographs will be an advantage as mbs has lots of designer boutiques and beautiful secenery swimming pool for photography. Their staffs are all polite and helpful in attending to the needs of every individual guest. Overall, i would say mbs is value for money hotel to stay. ",4,2/2/2021
Marina Bay Sands shines with excellent customer service and fantastic food.Skypark was the Winner for me as the pool @ 57 was a very relaxing and a true nourishment for my soul and body.Food served at skypark was really good and we loved the drinking water which had a hint of citrus in it.All in All it was a bit pricey as we paid around $500 for 1 night with city view but definitely going back for more☺️,5,2/3/2021
"This hotel thinks it is the finest hotel in Singapore and I would suggest that was probably the case when it first opened and trying to establish its reputation. This is my third business stay at the Sands in as many months and each time the service has been worse than the time before.   It's a shame because the hotel is well positioned has great facilities and the staff usually mean well but the way the hotel is managed means rule changes that affect guests aren't being made clear and they cause embarrassment - for the guest!  I think it's also clear that the hotel staff spend more time and effort on certain types of guest or people from particular countries, so if you're from the UK you'll get the dusty room with the leaky floor and wet carpet, your bags will be lost by the…",2,2/4/2021
Great place to visit as a icon destination but for me to crowded and better value for money options available elsewhere . Nevertheless a wonderful experience but won't be back . The gardens are superb at the rear of the hotel and great place to walk in the morning ,4,2/5/2021
"Loved MBS, would not hesitate to recommend and will definitely go back. Once you leave the very busy lobby, every aspect is great, huge bedrooms and bathrooms  We had a standard King room which was more than sufficient.  SkyPark on 57 is breath taking with the Marina on one side and the ocean view on the other. The staff were excellent and concierge could not have been more helpful, giving advice and organising visit's to the attractions, before and after we checked out. The only negatives, cleanliness was slightly lacking in places and some of the decor is a little shabby.",4,2/6/2021
"We were a little hesitant to stay here after reading some of the reviews (i.e. the pool is too crowded, check in takes long, etc.).   However, we had an amazing experience.  We checked in within 10 minutes and it was effortless.  Check out was just as easy.  We went to the pool around 10am and had front row seats at the pool.  Service was great and it wasn't crowded at all.  Everything you need is in the hotel (casino, shops, awesome restaurants).  We were there during the week, so maybe the weekend is a different story, but we LOVED it.  The room was very comfortable and had all the amenities that you could want.",4,2/7/2021
"Stayed there 2 nights and what can I say....It was amazing! The view we had from the bedroom is just WOW! The Pool is another WOW...and the view as well. The staffs are very helpful, just pick up the phone from the room and ask them anything, they will try their best to assist you. We went clubbing at Kudeta on a friday night and we had a great time!  I wouldn't mind going again!",5,2/8/2021
"We stayed late November 2014 for 3 Nights on our way back from a week in Thailand. An Opulent Stop-over!! Great service and MANY AMMENITIES but at a PRICE!! A must do is The Rooftop Pool. The Banyan Tree Spa in Marina Bay Sands was NOT GOOD!! A bad massage and they burn Citronella - which I had to point out to Management etc that is Very Toxic and SHOULD ONLY BE USED OUTDOORS!! They told me they would investigate but said it was their SIGNATURE SCENT!!! Management from Marina Bay Sands were supposed to follow up my COMPLAINT and I gave them my email address as my husband and I were only staying for 3 Days and they still have not followed it up with me!! They over-promise but under-deliver which made my short stay not as enjoyable, due to having wasted my time chasing-up…",5,2/9/2021
"We stayed at this hotel and were in a club room. This meant higher floors and a view of the financial district of Singapore - the same view you would see from the pool - and the room was amazing, huge with comfortable beds and a bathroom fitted very luxuriously and all the amenities you would expect of a five star hotel.   The pool itself was a bit of a disappointment - crowded, small and very cold (up at the top of this hotel, it is windy making the hot and humid air much cooler). Not ideal for swimming as it's merely a lap pool - it would be hard to swim anyway, given the number of people taking selfies.. As club floor guests, we had evening cocktails and canapes along with champagne - this was great, good quality food and the champagne was a huge plus point. Service was…",4,2/10/2021
"I first saw this hotel 4 years ago whilst travelling in Singapore during a boat cruise.  I knew that next time I would have to stay there.  We went to Singapore for the sole purpose of staying at this hotel and it did not disappoint.  I booked 2 rooms in early Jan and it was fantastic!  We stayed in tower 3 on level 36.  The rooms are huge with lots of storage, drawers, cupboards and lighting.  The rooms have little balconies.  I won't go on too much about the rooms as there is so much more to say.  Firstly, the pool.  It is on level 57 skydeck and it is better than any pictures you see.  It is a bigger area than what I thought it would be.  The pool is really long and fairly wide and even though everyone is in there posing for pictures with their selfie sticks, there is plenty…",5,2/11/2021
A first sight of the building takes your breath away; three 56 storey towers with a ship perched across the top on them. Then the lobby of tower 1 with its impressive underuse of space and finally the rooms; quite a decent size with a large bathroom complete with separate shower and large bath. The bathroom layout does mean that despite the size it is only practical for one person to be using any of the facilities art any time. A bit more thought could have made this area much more useably efficient. Breakfast on deck 57 is an impressive spread of mostly recognisable dishes and options although there are a few Asian specialities that are worth a try but may not suit western tastes. Hot options delivered to the table are also available.  The adjoining bar gives magnificent views…,5,2/12/2021
"Stayed here the last couple night of our Singapore trip. The Hotel is very nice and spacious.  We got a large corner suite facing gardens by the bay. Everything was perfectly clean and comfortable. Service was good as well for such a large resort. Of course the infinity pool was an amazing experience, something we have never experienced before. Aside from the infinity pool, there are hot tubs overlooking the city as well. This place is something else. If visiting Singapore its a Must Stay, at least for a night or two.",5,2/13/2021
That was my 1st foreign trip in my life happened to visit Singapore. I went to Marina bay Sands by my friend refer only. It was really a very pleasant to me and the atmosphere and service really superb and attractive. I never forget it in my life. I felt was in heaven on that time. It is simply worthy and good. I will surely refer my colleagues and friends who visit Singapore to stay at Marina Bay Sands atleast a day to realize the feel what i felt. I thank Staffs  & every one there since they made my moment unforgettable.  Planned to visit Singapore in Dec 2015 and will definitely stay at Marina Bay Sands only.,5,2/14/2021
"Fabulous hotel! Excellent, friendly efficient staff and the room has magical views, either at the bay or the Marina Bay Sand Garden & sea view; both equally magical!  The swimming pool is the worlds highest up outdoor pool- you can't swim closer to the stars than here. No words to describe the feeling swimming late in the evening under the stars, order a drink to sip and see the lights of the skyscrapers…below you!!!  Once in a lifetime experience. ",5,2/15/2021
"One can say what they want about this property, but it is completely worth every penny. It isn't just the staying that makes you want to go back, its the part where you will not want to see the rest of the city. Its a completely self contained property. The swimming pool is the main attraction, along with the lovely restaurants there. the auditorium where they hold shows, broadway musicals is another added bonus. The view is breathtaking from the room. The casino too is where your night will just fly by. On the whole, an experience not worth missing, at least once.",4,2/16/2021
"I am usually a boutique hotel frequenter but the family wanted to go to Marina Bay Sands and splash out in the sky high pool. I am glad we went because the pool was an extraordinary sight (seconded only by the number of people taking selfies in the pool). We had a quick check in, the room over looking Gardens by the Bay was spacious enough to have an extra bed and still be able to move. Being able to open the window was a relief. We did not eat at the hotel and used it as a base for our two night stay. Expensive but worth it for just the once.",4,2/17/2021
"We decided to stay at Marina Bay Sands for our last night in Singapore and it was worth it.  The rooms are spacious with beautiful views - we overlooked the Gardens by the Bay and they were gorgeous.  The pool is all that we thought it would be with stunning views.  The only complaint I have is service on the 57th floor.  We went up for a night swim and I thought it would be nice to sit on the lounge chair with a glass of wine and enjoy the evening.  It was difficult to find anyone to take my order, and then once the order was placed, it took a long time for my wine to arrive.  Given how expensive the drinks are, I would have expected better service.  In order to maximize our pool time, we decided to eat breakfast at the cafe by the pool in the morning.  The service was horribly…",4,2/18/2021
"I paid nearly $800 AUS for a one night stay so i was expecting to be wowed! Check in is quick and I love the juice upon arrival. My room was upgraded due to it being my Birthday which was a great surprise. Our room had a fantastic view of Singapore and the room was huge! Very modern and very comfortable. We hit the pool and had a great time up there, even had some professional shots done in the pool. It is great having the shopping centre and MRT only a short walk away. The line for breakfast in the Lobby was HUGE! So we opted for a beautiful fresh breakfast on the pool deck. Great stay and enjoyed every minute. A must do once in your life.",4,2/19/2021
"This hotel is all that I have read about it. Of course the swimming pool at the top is this hotels greatest advantage. But this is a must try! The only way to do that is to stay at the hotel. We had a Club room, and it is defintely Worth the extra Money. Great brekfast, and great Food and drinks in the evening. And the bar next to the Club: Thanks to all the staff for an excellent service. The rooms were great and spacious, With a lovely bathroom. We will com back!",5,2/20/2021
"I must say the view from our room is amazing. We got gardens by the bay view and at night it was very beautiful. The room is spacious, nicely designed and comfortable. Service was great. Will come back and stay at this hotel again.worth the price",5,2/21/2021
"From the moment we stepped out of the taxi, this place has been amazing! Their levels of service and attention to detail have all exceeded expectations. We had a fantastic room in Tower 2, and I suggest definitely paying the extra to upgrade to the city view room - the view never gets old! Even if you stay one night here it's worth it! We stayed the one night just to experience it and say we've done it!   AND the view from the pool is breathtaking!",5,2/22/2021
Great service. Fast check in with complimentary upgrade. Amazing views and amenities. Our bedroom and bathroom were so beautiful & huge. Complimentary birthday cake for my daughters birthday. We felt thoroughly spoilt.,5,2/23/2021
"Fantastic hotel, awesome facilities and reasonably priced. Pleasant staff providing good service is always positive and it clearly shows that these staff are happy employees working in a great environment.",4,2/24/2021
"We had a good sized bay view room on the 30th floor. No complains about the room. If you're not trying your luck at the casino, the place to be is the swimming pool at the Skypark, which is where we headed to.  The view was excellent! It's just like floating in the clouds while taking a dip in the pool or sipping a drink on a deck chair. The swimming pool though was colder than expected",4,2/25/2021
"I recently stayed a MBS to attend a conference and brought my family as well. We all had a ball at the 57th floor pool and observation deck, neighbouring shop and restaurants, as well as could easily meet up during my conference breaks. The top floor bar Ku de Ta is an excellent spot to unwind and see the night Singapore lights. Great music too. The hotel is very large with 3 towers, but we never felt like one of the masses. Highly recommend paying the extra $$$ to stay. Great base visit and see from height everything Singapore has to offer. ",5,2/26/2021
"I stayed at the Marina Bay Sands Hotel for two nights while in transit to Australia. The rooms were luxurious, thoroughly cleaned, and all of the layout and components of the room were comfortable. The reception is very courteous and the concierge is very courteous and helpful. The restaurants produced very tasty food and excellent service. The Sky Park pool on the 57th floor is amazing, one of the most unique pools in the world i'm sure. I went to the Ku De Tah rooftop bar on a Wednesday night which is lady's night and it was a little bit too busy for myself, just going for casual drinks but it provided spectacular views. The shopping mall attached the hotel consists of mostly high end stores and the casino is quite large and was quite fun. This hotel provides enough amenities…",5,2/27/2021
"Marina Bay Sands is more than merely accommodation in a foreign city. It is a tourist attraction in its own right. Which brings with it positives and negatives. Positives abound, with the stunning Infinity Pool the gem in their crown.  Reception was professional and friendly, the room well appointed with gorgeous views over Marina Bay toward the Merlion, and the location near the colourful Gardens by the Bay yet another boon. We did not eat at the hotel, but dined at Makansutra Gluttons Bay and lunched at Lau Pa Sat, both within walking distance.  The negative as a tourist attraction is that it also beckons those who disregard the right of other guests to enjoy the facilities. Most notably was a group of drunken soldiers who boorishly in quite distinctive accents peppered their…",5,2/28/2021
"The best thing about this hotel is that you get what you have payed for or maybe even more. Great fascilities, affordable and fully reasonable prices, and excellent  service which is never over the top is something that made my stay here special and unforgettable. ",5,3/1/2021
We went to this property in the evening to see Singapore at night. You get a spectacular view of the area. However you can only go to the one side of the sky deck as the rest is reserved for hotel guests. There is a $23 singapore dollar cost per person for the elevator ride. I believe if you go the the other line and say you want to get a drinik in the bar the lift price is waved. Make sure you go when its clear.  We didn't stay in the hotel as the rooms are pricey. I would stay for one night when we return just to see everything this property has to offer. Also downstairs is a Casino and big shopping mall.,5,3/2/2021
"Ive spend there 4 days, the best place in hotel is swimming pool - amazing atmosphere (music, food etc). Size of the rooms are really nice, service is really good .. but hotel is very crowded. Location is good and its just next to an amazing Park :)",5,3/3/2021
"So-so - i wouldnt classify their rooms 5-star.. Some conference-hotels i have been to are even better - pool water is quite murky - if it werent for the free breakfast that came with the booking, I wouldnt eat there again. dumplings are cold, bread is hard, selection is not so much - 2 out of 3 hotel representatives (from housekeeping, restaurant) has had difficulty communicating  Good - the view though lives up to its promise - location is perfect, it is just across the mall and the Art Science Museum",3,3/4/2021
"I would like to start by saying that anyone who comes to Singapore (even who lives in Singapore) should spend one night stay at Marina Bay sands.  I am European, as one of them I am used to have a different concept of “high class”. Despite the level of luxury, MBS is rapidly becoming the icon of Singapore, that’s why it worth trying it out.  There are thousands reviews of MBS, it doesn't make any sense to write one more. Who wants to book a room will not be motivated or demotivated by one single extra review. Therefore I have decided to write this review with a different approach; by highlighting things you don't know about MBS and you should know before stepping into the property.   1) POOL & SKYPARK These areas can be accessed only with a valid room key card, which it will be…",5,3/5/2021
"I have stayed at the Marina Bay Sands on two separate occasions and I must admit, it keeps getting better. It starts when you enter the foyer with the roof seeming a mile a away and the view from the infinity roof top pool is unbelievable and makes you want to stay up there all day. The city views from the room are awesome and I would recommend you visit the gym regardless whether you go to the gym or not, as the water views are great. Never have I experienced a gym were I'm training and looking over the ocean.  The shops and cafes/restuarants are only a stones throw away and you can buy anything your heart desires. The service at times might be slow however that's due to the size of the hotel and does not take away from the overall experience. This is the only hotel I will stay…",5,3/6/2021
"we spent two nights in a deluxe room with a city view on the 39th floor, it was AMAZING, yes it's expensive but all of Singapore is and you definitely get your money's worth, food is amazing, staff real friendly and eager to help. The infinity pool on the 57th floor is very nice and offers a unique view of Singapore.  This is the nicest hotel I have ever stayed in anywhere, I used to think the Ritz Carlton in Singapore was the nicest but the Sands beats it hands down.  If your looking to be pampered this is definitely the place to stay.",5,3/7/2021
"I have stayed at Marina Bay Sands 10+ times and what keeps me coming back are the Staff, Restaurants/Bars and of course the fabulous pool! The hotel is still fairly new but the room have become dated quickly and often smell like mildew. When i travel to Singapore i always stay here at least for one night before transferring to the Ritz or Mandarin Oriental which have similar if not lower priced rooms. The only reason i make that transfer is because I can't take the rooms for any longer but have to spend at least 1 day at the pool! The rest of the property is absolutely stunning and its not in a bad location with a mall and casino attached.   I hate not being able to give this property 5 stars because of how many rooms i have stayed in unimpressed. ( Basic -Club - Suite )",4,3/8/2021
We arrived late evening (around 8pm) and had no problem in checking in the young lady (Wish I had taken a note of her name) was very friendly and welcoming gave us a room on the 44th floor looking over the bay of gardens and the harbour. As it was dark when we arrived was not able to appreciate the wonderful view until the following morning and what a view!! The staff on the concierge desk were extremely friendly and helpful if you are thinking of taking a bus tour or visiting Raffles or any other type of trip make sure you ask them as they can get you special deals or make reservations. The infinity pool is amazing and you just need to time it right to avoid the crowds! The room was comfortable clean and had no problems with anything at all whilst we were there. I cannot fault…,5,3/9/2021
"Marina bay sands has a reputation for being amazing. The building is and so is the sky deck and pool view. However I would say the hotel itself is average. I felt like I was in a shopping center with the amount of people there. We checked in and only one of our rooms was ready. They told us the second room would be ready in an hour and they would call us in the ready room to let us know. In the meanwhile we waited in the ready room for the luggage. 2 hours later no luggage and no phone call about the ready room. We called and finally another 30mins later we had our second room and luggage. I guess the sheer size of the hotel and the amount of guests makes it difficult for the staff to keep track of everyone. The rooms though were fantastic, really big and the bathroom was…",3,3/10/2021
"The infinity pool is a fabulous experience, and well worth doing once, but once you've done it, you've done it. The view from the hotel is fantastic, even better than from the pool if you're on the 30th floor or so (the pool is on the 57th).  The rooms are your very standard higher-end hotel though, nothing fancy. Shower only in standard rooms. Not too cramped but no feeling of opulence either. Just your standard sausage factory bigger than a cruise liner.  The buffet breakfast in the RISE restaurant is very varied, but crowded and totally overpriced.  All in all, I'm glad we've done it, but we won't be repeating the experience.",4,3/11/2021
"The Marina Bay Sands hotel has three 55-story towers with 2,561 luxury rooms and suites, and is topped by the Sands Sky Park, which offers 360-degree views of Singapore's skyline. The Sky Park is home to restaurants, gardens, a 150-meter  disappearing edge pool, and the world's largest public cantilever housing an observation deck. The building stands at a height of 200 meters and boasts 12,400 square meters. Dining options at the Sky park include restaurant Sky on 57, restaurant and nightclub KU DÉ TA, and executive club lounge The Club at Marina Bay Sands. Connected to the hotel towers are the Sands Expo and Convention Centre, Marina Bay Sands Casino and The Shoppes at Marina Bay Sands. Another attraction found at Marina Bay Sands is The Shoppes at Marina Bay Sands. With close…",5,3/12/2021
I had a stay of 3 nights for a conference and found the hotel to be great with very friendly and helpful staff and great facilities.  I wish I had more time to explore everything around the hotel. I would definitely go back to explore further.,5,3/13/2021
"The room was nice, comfortable but nothing special. However for the rate we paid, we were a little disappointed because it was nothing close to the other Sands’ properties in Macau and in Las Vegas in terms of size and amenities.   But who care about the room when you are going to spend all your time in the Skypark, 57 floors on the top of the hotel.  The Skypark, as the name appropriately signifies, is a relaxation area of trees and shrubbery, bars and restaurants, sun decks and observation posts where you can take in the cityscape of Singapore as in an Imax theatre. Oh, there is also a rectangular pool that runs along the park. How can I forget to mention that since the pool is what makes the Skypark famous. The pool, however, is not made for serious swimmers because it is…",4,3/14/2021
Brought my 17 old daughter and her friend her for 3 nights on the final week of a 3 week Vacation while she was staying with me from the UK . We stayed Tuesday Wednesday Thursday still very busy even during mid week . Thoroughly enjoyed our stay here so much to do and see and the place is buzzing all day and night .,5,3/15/2021
